ship_code,ship1,ship2,remarks,source_url
58EI,58EI,EIKEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49E2,49E2,EIKO MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EM,32EM,"EILEEN, M.",(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
46EN,46EN,EINAR I NESI,EA-49 REG. NO. 7145,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
062V,062V,EISBAER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
07EI,07EI,EISBAR,callSign Y4RB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49EI,49EI,EISHO MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EV,06EV,EISVOGEL,DLRG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49XF,49XF,EITOKU MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
26EJ,26EJ,EJBY HAVN C/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90EL,90EL,EKLIPTIKA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
LAEK,LAEK,EKOLOGS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90EK,90EK,EKVATOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
08EA,08EA,EL AUSTRAL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32BW,32BW,EL BARTLETT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EA,32EA,EL CANO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
328E,328E,EL GRECO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
88EI,88EI,EL IDRISI,TUNISIA; OCL 7636,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
56EI,56EI,EL IDRISSI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
353C,353C,EL MANSOUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
56EM,56EM,EL MORCHID,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EO,32EO,EL PASO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
322L,322L,EL SALVATORE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
908G,908G,ELAGIN,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
34EL,34EL,ELAKKOON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49EL,49EL,ELBA EXPRESS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EL,06EL,ELBE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06E1,06E1,ELBE 1,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06LG,06LG,ELBE 2,OCL REQUEST  L/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06E2,06E2,ELBE 3,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06LH,06LH,ELBE 4,OCL REQUEST  L/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06E3,06E3,ELBE EXPRESS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EA,06EA,ELBSANDE,DLQK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
29AB,29AB,ELCANO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EB,32EB,ELDEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
9033,9033,ELDING,1925-27 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
58EJ,58EJ,ELDJARN,1983-90 LHYB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
58EL,58EL,ELDOEY,1950,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EL,31EL,ELDORADO,callSign JWNB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EK,31EK,ELDRED ROCK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
906N,906N,ELENINSK,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90EH,90EH,ELETZ,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
77BP,77BP,ELGAREN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32QV,32QV,ELGAREN M/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35EL,35EL,ELIE MONNIER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EJ,32EJ,ELIZABETH ANN,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
329K,329K,ELIZABETH LYKES,callSign WHTP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
18EA,18EA,ELIZABETH-ANNE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EL,32EL,ELIZABETHPORT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74EK,74EK,ELK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EB,31EB,ELLEN B. SCRIPPS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EB,06EB,ELLENBOGEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E4,32E4,ELLIOT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
36BQ,36BQ,ELMINA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
3262,3262,ELROD,FFG-55,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06ES,06ES,ELSFLETH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EZ,32EZ,ELSINORE,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
908J,908J,ELSK,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31ET,31ET,ELTANIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90DG,90DG,ELTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
08EM,08EM,EMBARCACION MENOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31E6,31E6,EMBATTLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
061R,061R,EMDEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
54BA,54BA,EMERALD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
SIEI,SIEI,EMERALD INDAH,RadioCallSign  S6ID,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35BD,35BD,EMERAUDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EE,32EE,EMERY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90YZ,90YZ,EMETSK,OCL REQUEST  CallSign URIC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35EB,35EB,EMILE BAUDOT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35ET,35ET,EMILE MIGUET,1938,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
33EM,33EM,EMPIRE STATE,(KKFW)  01/16/1997,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
311T,311T,EMPIRE STATE IV,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EF,32EF,EMPRESS,callSign 3EUK9,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EM,06EM,EMS,callSign DBDO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49LF,49LF,ENCO MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74B8,74B8,ENCOUNTER BAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
33EN,33EN,ENDEAVOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EV,32EV,ENDEAVOR,call sign WCE5063; UNIV. RHODE ISLAND RESEARCH VES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74EN,74EN,ENDEAVOUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
18EN,18EN,ENDEAVOUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
61EN,61EN,ENDEAVOUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
58ED,58ED,ENDRE DYROEY,LLXE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31VU,31VU,ENDURANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74ED,74ED,ENDURANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
33EU,33EU,ENDURANCE,Call Sign WAUU;(SEAS VESSEL 6/1999); OCL 7630,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74ER,74ER,ENDURER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EG,31EG,ENERGY,callSign P3TV3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
09X1,09X1,ENFIELD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
742S,742S,ENGADINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31NG,31NG,ENGAGE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35EN,35EN,ENGAGEANTE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31QE,31QE,ENGLAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EJ,31EJ,ENGLISH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
325E,325E,ENGSTROM,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31DX,31DX,ENHANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
34EN,34EN,ENKLINGE L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49EN,49EN,ENOSHIMA MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35ED,35ED,ENSEIGNE DE VAISSEAU HENRY,FAUB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E3,32E3,ENTERPRISE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
18EI,18EI,ENTRANCE ISLAND F/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
08EN,08EN,ENTRE RIOS II,(LRQE),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
NIEN,NIEN,ENU GU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EC,31EC,EPCE,ALL EPCE'S,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
64EP,64EP,EPHYRA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EE,31EE,EPPERSON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35EA,35EA,EQUALIS,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
MHEL,MHEL,EQUATORIAL LION,(V7AS7)  06/23/1997,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32ER,32ER,ERBEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
320R,320R,ERICA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06DG,06DG,ERICA BOLTEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
33ET,33ET,ERICA TIDE,prefix (M/V),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31ER,31ER,ERIKA DAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
BHEW,BHEW,ERIKSON WINTER,C6JI2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49EB,49EB,ERIMO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32YP,32YP,ERLINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
9034,9034,ERMAK,1899-1901 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74EH,74EH,ERNEST HOLT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
90KE,90KE,ERNEST KRENKEL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
07EH,07EH,ERNST HAECKEL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
77AH,77AH,ERONA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
74AD,74AD,ERRADALE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EF,06EF,ERZHERZOG FRIEKRICK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
49BX,49BX,ESAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
26ES,26ES,ESBJERG,callSign OWNO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31EN,31EN,ESCANABA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
3263,3263,ESCAPE,WMEC-6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
58ES,58ES,ESKIMO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
20ES,20ES,ESMERALDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
77ES,77ES,ESOX,SFC4566,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35EP,35EP,ESPADON,callSign HP5687,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
09ES,09ES,ESPERANCE,callSign VRUI3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
08ES,08ES,ESPORA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31XE,31XE,ESSEX,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EH,32EH,ESSO AFRICA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32JY,32JY,ESSO ATLANTIC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
324E,324E,ESSO CARIBBEAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KJ,32KJ,ESSO COPENHAGEN,Dual entry - also code 26KJ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06ED,06ED,ESSO DEUTSCHLAND,DHED,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
06EE,06EE,ESSO EUROPA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E8,32E8,ESSO GENEVA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KQ,32KQ,ESSO HAMBURG,Dual entry - also code 06KQ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32IU,32IU,ESSO HAWAII,callSign C6WE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
322H,322H,ESSO HONOLULU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
3153,3153,ESSO HOUSTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KW,32KW,ESSO INDONESIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
323J,323J,ESSO JAPAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E7,32E7,ESSO KAGOSHIMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
322E,322E,ESSO KAWASAKI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KU,32KU,ESSO LE HAVRE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E2,32E2,ESSO LEXINGTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32E1,32E1,ESSO LIGURIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EK,32EK,ESSO MADRID,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KG,32KG,ESSO MEDITERRANEAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KY,32KY,ESSO NEDERLAND,Dual entry - also code 64KY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32J6,32J6,ESSO OSAKA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32JZ,32JZ,ESSO PACIFIC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35DC,35DC,ESSO PROVENCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EP,32EP,ESSO PUERTO RICO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32ES,32ES,ESSO SCOTIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32KX,32KX,ESSO TOKYO,Dual entry - also code 49KX,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
32EW,32EW,ESSO WILHELMSHAVEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
908L,908L,ESTAFETA OKTYABRYA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
35ES,35ES,ESTAFETTE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
31Z4,31Z4,ESTEEM,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
PAAQ,PAAQ,ESTELLE J.,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
0917,0917,ESTELLE STAR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
318J,318J,ESTER JOY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
321E,321E,ESTOCIN,USN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
18E2,18E2,ETH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/310-shipcode3
